SN	NW	WORD	word_len
161	5	liver	5
161	6	disease	7
161	7	in	2
161	8	his	3
161	9	home	4
161	10	in	2
161	11	Dix	3
161	12	Hills,	6
161	13	New	3
161	14	York.	5
162	1	Jon	3
162	2	is	2
162	3	known	5
162	4	in	2
162	5	the	3
162	6	NBA	3
162	7	because	7
162	8	of	2
162	9	the	3
162	10	courage	7
162	11	and	3
162	12	determination	13
162	13	he	2
162	14	shows	5
162	15	on	2
162	16	defense	7
162	17	and	3
162	18	in	2
162	19	the	3
162	20	clutch	6
162	21	time.	5
163	1	He	2
163	2	is	2
163	3	a	1
163	4	sharp	5
163	5	shooter	7
163	6	from	4
163	7	the	3
163	8	three	5
163	9	point	5
163	10	range	5
163	11	and	3
163	12	also	4
163	13	a	1
163	14	very	4
163	15	accurate	8
163	16	free	4
163	17	throw	5
163	18	shooter.	8
164	1	His	3
164	2	nickname	8
164	3	is	2
164	4	Johnny	6
164	5	B.	2
164	6	Goode.	6
165	1	Shortly	7
165	2	afterwards	10
165	3	he	2
165	4	retired	7
165	5	from	4
165	6	the	3
165	7	Army	4
165	8	as	2
165	9	a	1
165	10	brevet	6
165	11	major.	6
166	1	In	2
166	2	1874,	5
166	3	at	2
166	4	the	3
166	5	age	3
166	6	of	2
166	7	23,	3
166	8	Gifford	7
166	9	was	3
166	10	a	1
166	11	Lieutenant	10
166	12	in	2
166	13	the	3
166	14	2nd	3
166	15	Battalion,	10
166	16	24th	4
166	17	Foot	4
166	18	(later	6
166	19	the	3
166	20	South	5
166	21	Wales	5
166	22	Borderers),	11
166	23	British	7
166	24	Army	4
166	25	during	6
166	26	the	3
166	27	First	5
166	28	Ashanti	7
166	29	Expedition,	11
166	30	when	4
166	31	the	3
166	32	following	9
166	33	deed	4
166	34	took	4
166	35	place	5
166	36	for	3
166	37	which	5
166	38	he	2
166	39	was	3
166	40	awarded	7
166	41	the	3
166	42	Victoria	8
166	43	Cross:	6
167	1	James	5
167	2	Arlington	9
167	3	Wright	6
167	4	(December	9
167	5	3,	2
167	6	1927	4
167	7	-	1
167	8	March	5
167	9	25,	3
167	10	1980),	6
167	11	was	3
167	12	an	2
167	13	American	8
167	14	poet	4
167	15	and	3
167	16	writer.	7
168	1	He	2
168	2	graduated	9
168	3	and	3
168	4	practiced	9
168	5	law	3
168	6	in	2
168	7	a	1
168	8	small	5
168	9	firm	4
168	10	which	5
168	11	folded,	7
168	12	then	4
168	13	moved	5
168	14	on	2
168	15	to	2
168	16	the	3
168	17	firm	4
168	18	of	2
168	19	Rosenman,	9
168	20	Colin,	6
168	21	Kaye,	5
168	22	Petschek	8
168	23	and	3
168	24	Freund,	7
168	25	which	5
168	26	had	3
168	27	CBS	3
168	28	Records	7
168	29	as	2
168	30	a	1
168	31	client.	7
169	1	In	2
169	2	the	3
169	3	1970s,	6
169	4	Arista	6
169	5	also	4
169	6	had	3
169	7	an	2
169	8	extensive	9
169	9	jazz	4
169	10	line,	5
169	11	most	4
169	12	notably	7
169	13	its	3
169	14	Freedom	7
169	15	imprint,	8
169	16	concentrating	13
169	17	on	2
169	18	contemporary,	13
169	19	sometimes	9
169	20	avant-garde,	12
169	21	musicians	9
169	22	and	3
169	23	widely	6
169	24	praised	7
169	25	reissues	8
169	26	from	4
169	27	the	3
169	28	legendary	9
169	29	Savoy	5
169	30	label.	6
170	1	She	3
170	2	was	3
170	3	seen	4
170	4	as	2
170	5	a	1
170	6	useful	6
170	7	conduit	7
170	8	for	3
170	9	contracting	11
170	10	an	2
170	11	alliance	8
170	12	between	7
170	13	Portugal	8
170	14	and	3
170	15	England,	8
170	16	after	5
170	17	the	3
170	18	treaty	6
170	19	of	2
170	20	the	3
170	21	Pyrenees	8
170	22	in	2
170	23	1659	4
170	24	where	5
170	25	Portugal	8
170	26	was	3
170	27	arguably	8
170	28	abandoned	9
170	29	by	2
170	30	France.	7
171	1	Following	9
171	2	the	3
171	3	restoration	11
171	4	of	2
171	5	Portuguese	10
171	6	independence	12
171	7	from	4
171	8	Spain,	6
171	9	and	3
171	10	her	3
171	11	father's	8
171	12	accession	9
171	13	to	2
171	14	the	3
171	15	throne	6
171	16	on	2
171	17	December	8
171	18	1,	2
171	19	1640,	5
171	20	Catherine	9
171	21	was	3
171	22	engaged	7
171	23	to	2
171	24	Charles	7
171	25	II.	3
172	1	Charles	7
172	2	II	2
172	3	married	7
172	4	on	2
172	5	May	3
172	6	3	1
172	7	or	2
172	8	May	3
172	9	21,	3
172	10	1662,	5
172	11	in	2
172	12	Portsmouth,	11
172	13	and	3
172	14	her	3
172	15	dowry	5
172	16	brought	7
172	17	Tangier	7
172	18	and	3
172	19	Bombay	6
172	20	to	2
172	21	British	7
172	22	control.	8
173	1	She	3
173	2	was	3
173	3	not	3
173	4	a	1
173	5	particularly	12
173	6	popular	7
173	7	choice	6
173	8	of	2
173	9	queen,	6
173	10	being	5
173	11	a	1
173	12	Roman	5
173	13	Catholic,	9
173	14	and	3
173	15	her	3
173	16	religion	8
173	17	prevented	9
173	18	her	3
173	19	ever	4
173	20	being	5
173	21	crowned,	8
173	22	since	5
173	23	she	3
173	24	could	5
173	25	not	3
173	26	take	4
173	27	part	4
173	28	in	2
173	29	an	2
173	30	Anglican	8
173	31	service.	8
174	1	Despite	7
174	2	Charles's	9
174	3	reputation	10
174	4	as	2
174	5	a	1
174	6	womaniser,	10
174	7	Catherine	9
174	8	never	5
174	9	gave	4
174	10	birth	5
174	11	to	2
174	12	a	1
174	13	live	4
174	14	heir,	5
174	15	though	6
174	16	she	3
174	17	had	3
174	18	several	7
174	19	pregnancies,	12
174	20	the	3
174	21	last	4
174	22	being	5
174	23	in	2
174	24	1669.	5
175	1	Her	3
175	2	position	8
175	3	was	3
175	4	a	1
175	5	difficult	9
175	6	one,	4
175	7	as	2
175	8	Charles	7
175	9	continued	9
175	10	to	2
175	11	have	4
175	12	children	8
175	13	by	2
175	14	his	3
175	15	mistresses,	11
175	16	but	3
175	17	he	2
175	18	insisted	8
175	19	that	4
175	20	she	3
175	21	be	2
175	22	treated	7
175	23	with	4
175	24	respect,	8
175	25	and	3
175	26	refused	7
175	27	to	2
175	28	divorce	7
175	29	her.	4
176	1	Following	9
176	2	his	3
176	3	death,	6
176	4	Catherine	9
176	5	remained	8
176	6	in	2
176	7	England	7
176	8	through	7
176	9	the	3
176	10	reign	5
176	11	of	2
176	12	James	5
176	13	II	2
176	14	of	2
176	15	England	7
176	16	and	3
176	17	returned	8
176	18	to	2
176	19	Portugal	8
176	20	during	6
176	21	the	3
176	22	joint	5
176	23	reign	5
176	24	of	2
176	25	William	7
176	26	III	3
176	27	and	3
176	28	Mary	4
176	29	II.	3
177	1	She	3
177	2	died	4
177	3	in	2
177	4	Lisbon	6
177	5	in	2
177	6	1705.	5
178	1	Laurance	8
178	2	married	7
178	3	Mary	4
178	4	French	6
178	5	in	2
178	6	1934.	5
179	1	Erasmus	7
179	2	Darwin	6
179	3	(December	9
179	4	12,	3
179	5	1731	4
179	6	–	1
179	7	April	5
179	8	18,	3
179	9	1802)	5
179	10	trained	7
179	11	as	2
179	12	a	1
179	13	physician	9
179	14	and	3
179	15	wrote	5
179	16	extensively	11
179	17	on	2
179	18	medicine	8
179	19	and	3
179	20	botany,	7
179	21	as	2
179	22	well	4
179	23	as	2
179	24	poetry.	7
180	1	Catherine	9
180	2	introduced,	11
180	3	and	3
180	4	made	4
180	5	fashionable,	12
180	6	the	3
180	7	custom	6
180	8	of	2
180	9	drinking	8
180	10	tea	3
180	11	in	2
180	12	England.	8
181	1	She	3
181	2	was	3
181	3	very	4
181	4	popular	7
181	5	and	3
181	6	loved	5
181	7	by	2
181	8	the	3
181	9	people,	7
181	10	and	3
181	11	the	3
181	12	Queens	6
181	13	borough	7
181	14	of	2
181	15	New	3
181	16	York	4
181	17	City	4
181	18	was	3
181	19	named	5
181	20	after	5
181	21	her.	4
182	1	They	4
182	2	had	3
182	3	four	4
182	4	children:	9
182	5	Frederick	9
182	6	Dent	4
182	7	Grant,	6
182	8	Ulysses	7
182	9	S.	2
182	10	(Buck)	6
182	11	Grant,	6
182	12	Jr.,	4
182	13	Ellen	5
182	14	(Nellie)	8
182	15	Grant,	6
182	16	and	3
182	17	Jesse	5
182	18	Root	4
182	19	Grant.	6
183	1	Hamer	5
183	2	erroneously	11
183	3	nominated	9
183	4	him	3
183	5	as	2
183	6	Ulysses	7
183	7	Simpson	7
183	8	Grant,	6
183	9	and	3
183	10	although	8
183	11	Grant	5
183	12	protested	9
183	13	the	3
183	14	change,	7
183	15	it	2
183	16	was	3
183	17	difficult	9
183	18	to	2
183	19	resist	6
183	20	the	3
183	21	bureaucracy.	12
184	1	Upon	4
184	2	graduation,	11
184	3	Grant	5
184	4	adopted	7
184	5	the	3
184	6	form	4
184	7	of	2
184	8	his	3
184	9	new	3
184	10	name	4
184	11	with	4
184	12	middle	6
184	13	initial	7
184	14	only,	5
184	15	never	5
184	16	acknowledging	13
184	17	that	4
184	18	the	3
184	19	'S'	3
184	20	stood	5
184	21	for	3
184	22	Simpson.	8
185	1	He	2
185	2	graduated	9
185	3	from	4
185	4	West	4
185	5	Point	5
185	6	in	2
185	7	1843,	5
185	8	ranking	7
185	9	21st	4
185	10	in	2
185	11	a	1
185	12	class	5
185	13	of	2
185	14	39.	3
186	1	At	2
186	2	the	3
186	3	academy,	8
186	4	he	2
186	5	established	11
186	6	a	1
186	7	reputation	10
186	8	as	2
186	9	a	1
186	10	fearless	8
186	11	and	3
186	12	expert	6
186	13	horseman.	9
187	1	Grant	5
187	2	drank	5
187	3	distilled	9
187	4	liquor	6
187	5	and,	4
187	6	during	6
187	7	the	3
187	8	American	8
187	9	Civil	5
187	10	War,	4
187	11	began	5
187	12	smoking	7
187	13	huge	4
187	14	numbers	7
187	15	of	2
187	16	cigars	6
187	17	(one	4
187	18	story	5
187	19	had	3
187	20	it	2
187	21	that	4
187	22	he	2
187	23	smoked	6
187	24	over	4
187	25	10,000	6
187	26	in	2
187	27	five	4
187	28	years)	6
187	29	which	5
187	30	may	3
187	31	well	4
187	32	have	4
187	33	contributed	11
187	34	to	2
187	35	his	3
187	36	throat	6
187	37	cancer	6
187	38	of	2
187	39	later	5
187	40	life.	5
188	1	His	3
188	2	father,	7
188	3	a	1
188	4	tanner,	7
188	5	and	3
188	6	his	3
188	7	mother	6
188	8	were	4
188	9	born	4
188	10	in	2
188	11	Pennsylvania.	13
189	1	Kennedy	7
189	2	was	3
189	3	a	1
189	4	member	6
189	5	of	2
189	6	the	3
189	7	prominent	9
189	8	Kennedy	7
189	9	political	9
189	10	family.	7
190	1	Considered	10
190	2	the	3
190	3	icon	4
190	4	of	2
190	5	American	8
190	6	liberalism,	11
190	7	Kennedy	7
190	8	is	2
190	9	the	3
190	10	youngest	8
190	11	person	6
190	12	ever	4
190	13	to	2
190	14	be	2
190	15	elected	7
190	16	president	9
190	17	of	2
190	18	the	3
190	19	country,	8
190	20	at	2
190	21	the	3
190	22	age	3
190	23	of	2
190	24	43.	3
191	1	During	6
191	2	this	4
191	3	period,	7
191	4	he	2
191	5	published	9
191	6	Profiles	8
191	7	in	2
191	8	Courage,	8
191	9	highlighting	12
191	10	eight	5
191	11	instances	9
191	12	in	2
191	13	which	5
191	14	U.S.	4
191	15	Senators	8
191	16	risked	6
191	17	their	5
191	18	careers	7
191	19	by	2
191	20	standing	8
191	21	by	2
191	22	their	5
191	23	personal	8
191	24	beliefs.	8
192	1	He	2
192	2	was	3
192	3	honorably	9
192	4	discharged	10
192	5	in	2
192	6	early	5
192	7	1945,	5
192	8	just	4
192	9	a	1
192	10	few	3
192	11	months	6
192	12	before	6
192	13	the	3
192	14	Japanese	8
192	15	surrendered.	12
193	1	He	2
193	2	was	3
193	3	reelected	9
193	4	twice,	6
193	5	but	3
193	6	had	3
193	7	a	1
193	8	mixed	5
193	9	voting	6
193	10	record,	7
193	11	often	5
193	12	diverging	9
193	13	from	4
193	14	President	9
193	15	Harry	5
193	16	S.	2
193	17	Truman	6
193	18	and	3
193	19	the	3
193	20	rest	4
193	21	of	2
193	22	the	3
193	23	Democratic	10
193	24	Party.	6
194	1	However,	8
194	2	the	3
194	3	U.S.	4
194	4	Navy	4
194	5	accepted	8
194	6	him	3
194	7	in	2
194	8	September	9
194	9	of	2
194	10	that	4
194	11	year.	5
195	1	By	2
195	2	the	3
195	3	1964	4
195	4	election,	9
195	5	Reagan	6
195	6	was	3
195	7	an	2
195	8	outspoken	9
195	9	supporter	9
195	10	of	2
195	11	conservative	12
195	12	Republican	10
195	13	Barry	5
195	14	Goldwater.	10
196	1	Though	6
196	2	these	5
196	3	requests	8
196	4	were	4
196	5	initially	9
196	6	laughed	7
196	7	off	3
196	8	by	2
196	9	Reagan,	7
196	10	he	2
196	11	says	4
196	12	in	2
196	13	his	3
196	14	autobiography,	14
196	15	he	2
196	16	eventually	10
196	17	gave	4
196	18	in,	3
196	19	after	5
196	20	countless	9
196	21	sleepless	9
196	22	"nights."""""	9
197	1	His	3
197	2	paternal	8
197	3	great-grandfather,	18
197	4	Michael	7
197	5	Reagan,	7
197	6	immigrated	10
197	7	to	2
197	8	the	3
197	9	United	6
197	10	States	6
197	11	from	4
197	12	Ballyporeen,	12
197	13	County	6
197	14	Tipperary,	10
197	15	Ireland	7
197	16	in	2
197	17	the	3
197	18	1860s.	6
198	1	Prior	5
198	2	to	2
198	3	his	3
198	4	immigration,	12
198	5	the	3
198	6	family	6
198	7	name	4
198	8	was	3
198	9	spelled	7
198	10	Regan.	6
199	1	His	3
199	2	maternal	8
199	3	great-grandfather,	18
199	4	John	4
199	5	Wilson,	7
199	6	immigrated	10
199	7	to	2
199	8	the	3
199	9	United	6
199	10	States	6
199	11	from	4
199	12	Paisley,	8
199	13	Scotland	8
199	14	in	2
199	15	the	3
199	16	early	5
199	17	1800s.	6
200	1	His	3
200	2	presidency	10
200	3	was	3
200	4	marked	6
200	5	by	2
200	6	new	3
200	7	economic	8
200	8	policies,	9
200	9	dubbed	6
200	10	Reaganomics	11
200	11	and	3
200	12	a	1
200	13	confrontational	15
200	14	foreign	7
200	15	policy	6
200	16	towards	7
200	17	the	3
200	18	Soviet	6
200	19	Union	5
200	20	and	3
200	21	Socialist	9
200	22	movements	9
200	23	around	6
200	24	the	3
200	25	world.	6
201	1	Reagan	6
201	2	tried	5
201	3	repeatedly	10
201	4	to	2
201	5	go	2
201	6	overseas	8
201	7	for	3
201	8	combat	6
201	9	duty,	5
201	10	but	3
201	11	was	3
201	12	turned	6
201	13	down	4
201	14	because	7
201	15	of	2
201	16	his	3
201	17	astigmatism.	12
202	1	Reagan	6
202	2	was	3
202	3	reelected	9
202	4	in	2
202	5	a	1
202	6	landslide	9
202	7	in	2
202	8	the	3
202	9	1984	4
202	10	presidential	12
202	11	election,	9
202	12	defeating	9
202	13	Carter's	8
202	14	Vice	4
202	15	President	9
202	16	Walter	6
202	17	Mondale	7
202	18	by	2
202	19	winning	7
202	20	49	2
202	21	of	2
202	22	50	2
202	23	states	6
202	24	and	3
202	25	receiving	9
202	26	nearly	6
202	27	60	2
202	28	percent	7
202	29	of	2
202	30	the	3
202	31	popular	7
202	32	vote.	5
203	1	Reagan	6
203	2	developed	9
203	3	an	2
203	4	early	5
203	5	gift	4
203	6	for	3
203	7	storytelling	12
203	8	and	3
203	9	acting.	7
204	1	He	2
204	2	was	3
204	3	a	1
204	4	radio	5
204	5	announcer	9
204	6	as	2
204	7	an	2
204	8	affiliate	9
204	9	of	2
204	10	the	3
204	11	Chicago	7
204	12	Cubs	4
204	13	baseball	8
204	14	games,	6
204	15	getting	7
204	16	only	4
204	17	the	3
204	18	bare	4
204	19	outlines	8
204	20	of	2
204	21	the	3
204	22	game	4
204	23	from	4
204	24	a	1
204	25	ticker	6
204	26	and	3
204	27	relying	7
204	28	on	2
204	29	his	3
204	30	imagination	11
204	31	and	3
204	32	storytelling	12
204	33	gifts	5
204	34	to	2
204	35	flesh	5
204	36	out	3
204	37	the	3
204	38	game.	5
205	1	Once	4
205	2	in	2
205	3	1934,	5
205	4	during	6
205	5	the	3
205	6	ninth	5
205	7	inning	6
205	8	of	2
205	9	a	1
205	10	Cubs-St.	8
205	11	Louis	5
205	12	Cardinals	9
205	13	game,	5
205	14	the	3
205	15	wire	4
205	16	went	4
205	17	dead.	5
206	1	Reagan	6
206	2	smoothly	8
206	3	improvised	10
206	4	a	1
206	5	fictional	9
206	6	play-by-play	12
206	7	(in	3
206	8	which	5
206	9	hitters	7
206	10	on	2
206	11	both	4
206	12	teams	5
206	13	fouled	6
206	14	off	3
206	15	pitches)	8
206	16	until	5
206	17	the	3
206	18	wire	4
206	19	was	3
206	20	restored.	9
207	1	When	4
207	2	left-wing	9
207	3	SLA	3
207	4	terrorists	10
207	5	kidnapped	9
207	6	Patty	5
207	7	Hearst	6
207	8	in	2
207	9	Berkeley	8
207	10	and	3
207	11	gave	4
207	12	a	1
207	13	list	4
207	14	of	2
207	15	demands	7
207	16	that	4
207	17	included	8
207	18	free	4
207	19	distribution	12
207	20	of	2
207	21	food	4
207	22	to	2
207	23	the	3
207	24	poor,	5
207	25	Reagan	6
207	26	suggested	9
207	27	that	4
207	28	it	2
207	29	would	5
207	30	be	2
207	31	a	1
207	32	good	4
207	33	time	4
207	34	for	3
207	35	an	2
207	36	outbreak	8
207	37	of	2
207	38	botulism.	9
208	1	Hodgkin	7
208	2	and	3
208	3	Huxley	6
208	4	shared	6
208	5	the	3
208	6	prize	5
208	7	that	4
208	8	year	4
208	9	with	4
208	10	John	4
208	11	Carew	5
208	12	Eccles,	7
208	13	who	3
208	14	was	3
208	15	cited	5
208	16	for	3
208	17	research	8
208	18	on	2
208	19	synapses.	9
209	1	Hodgkin	7
209	2	and	3
209	3	Huxley's	8
209	4	findings	8
209	5	led	3
209	6	the	3
209	7	pair	4
209	8	to	2
209	9	hypothesize	11
209	10	ion	3
209	11	channels,	9
209	12	which	5
209	13	were	4
209	14	confirmed	9
209	15	only	4
209	16	decades	7
209	17	later.	6
210	1	He	2
210	2	was	3
210	3	named	5
210	4	a	1
210	5	first	5
210	6	team	4
210	7	All-American	12
210	8	in	2
210	9	his	3
210	10	junior	6
210	11	and	3
210	12	senior	6
210	13	seasons.	8
211	1	In	2
211	2	1986,	5
211	3	Schwarzenegger	14
211	4	married	7
211	5	TV	2
211	6	journalist	10
211	7	Maria	5
211	8	Shriver,	8
211	9	niece	5
211	10	of	2
211	11	the	3
211	12	late	4
211	13	President	9
211	14	of	2
211	15	the	3
211	16	United	6
211	17	States	6
211	18	John	4
211	19	F.	2
211	20	Kennedy.	8
212	1	Klaas	5
212	2	finished	8
212	3	his	3
212	4	career	6
212	5	at	2
212	6	Washington	10
212	7	having	6
212	8	played	6
212	9	in	2
212	10	69	2
212	11	games,	6
212	12	scoring	7
212	13	ten	3
212	14	goals	5
212	15	and	3
212	16	21	2
212	17	assists.	8
213	1	He	2
213	2	was	3
213	3	drafted	7
213	4	by	2
213	5	the	3
213	6	San	3
213	7	Jose	4
213	8	Earthquakes	11
213	9	in	2
213	10	the	3
213	11	third	5
213	12	round	5
213	13	of	2
213	14	the	3
213	15	2005	4
213	16	MLS	3
213	17	SuperDraft,	11
213	18	but	3
213	19	opted	5
213	20	to	2
213	21	not	3
213	22	show	4
213	23	up	2
213	24	for	3
213	25	camp,	5
213	26	instead	7
213	27	signing	7
213	28	with	4
213	29	the	3
213	30	nearby	6
213	31	Sounders.	9
214	1	While	5
214	2	enjoying	8
214	3	popular	7
214	4	but	3
214	5	little	6
214	6	critical	8
214	7	success	7
214	8	during	6
214	9	his	3
214	10	own	3
214	11	lifetime,	9
214	12	Kerouac	7
214	13	is	2
214	14	now	3
214	15	considered	10
214	16	one	3
214	17	of	2
214	18	America's	9
214	19	most	4
214	20	important	9
214	21	authors.	8
215	1	Kerouac's	9
215	2	spontaneous,	12
215	3	confessional	12
215	4	language	8
215	5	style	5
215	6	inspired	8
215	7	other	5
215	8	writers,	8
215	9	including	9
215	10	Tom	3
215	11	Robbins,	8
215	12	Richard	7
215	13	Brautigan,	10
215	14	Hunter	6
215	15	S.	2
215	16	Thompson,	9
215	17	Ken	3
215	18	Kesey,	6
215	19	and	3
215	20	Bob	3
215	21	Dylan.	6
216	1	He	2
216	2	started	7
216	3	writing	7
216	4	his	3
216	5	first	5
216	6	novel,	6
216	7	called	6
216	8	The	3
216	9	Town	4
216	10	and	3
216	11	the	3
216	12	City.	5
217	1	It	2
217	2	was	3
217	3	published	9
217	4	in	2
217	5	1950	4
217	6	and	3
217	7	earned	6
217	8	him	3
217	9	some	4
217	10	respect	7
217	11	as	2
217	12	a	1
217	13	writer.	7
218	1	His	3
218	2	parents,	8
218	3	Leo-Alcide	10
218	4	Kerouac	7
218	5	and	3
218	6	Gabrielle-Ange	14
218	7	Lévesque,	9
218	8	were	4
218	9	natives	7
218	10	of	2
218	11	the	3
218	12	province	8
218	13	of	2
218	14	Quebec	6
218	15	in	2
218	16	Canada.	7
219	1	Like	4
219	2	many	4
219	3	other	5
219	4	Quebecers	9
219	5	of	2
219	6	their	5
219	7	generation,	11
219	8	the	3
219	9	Lévesques	9
219	10	and	3
219	11	Kerouacs	8
219	12	were	4
219	13	part	4
219	14	of	2
219	15	the	3
219	16	Quebec	6
219	17	emigration	10
219	18	to	2
219	19	New	3
219	20	England	7
219	21	to	2
219	22	find	4
219	23	employment.	11
220	1	Jack	4
220	2	didn't	6
220	3	start	5
220	4	to	2
220	5	learn	5
220	6	English	7
220	7	until	5
220	8	the	3
220	9	age	3
220	10	of	2
220	11	six.	4
221	1	At	2
221	2	home,	5
221	3	he	2
221	4	and	3
221	5	his	3
221	6	family	6
221	7	spoke	5
221	8	Quebec	6
221	9	French.	7
222	1	That	4
222	2	year,	5
222	3	he	2
222	4	also	4
222	5	married	7
222	6	Rose	4
222	7	Fitzgerald,	11
222	8	the	3
222	9	daughter	8
222	10	of	2
222	11	John	4
222	12	F.	2
222	13	Fitzgerald,	11
222	14	the	3
222	15	Democrat	8
222	16	mayor	5
222	17	of	2
222	18	Boston	6
222	19	and	3
222	20	probably	8
222	21	the	3
222	22	most	4
222	23	recognized	10
222	24	politician	10
222	25	in	2
222	26	the	3
222	27	city.	5
223	1	At	2
223	2	an	2
223	3	early	5
223	4	age,	4
223	5	he	2
223	6	was	3
223	7	profoundly	10
223	8	marked	6
223	9	by	2
223	10	the	3
223	11	death	5
223	12	of	2
223	13	his	3
223	14	elder	5
223	15	brother	7
223	16	Gérard,	7
223	17	later	5
223	18	prompting	9
223	19	him	3
223	20	to	2
223	21	write	5
223	22	the	3
223	23	book	4
223	24	Visions	7
223	25	of	2
223	26	Gerard.	7
224	1	He	2
224	2	also	4
224	3	played	6
224	4	for	3
224	5	the	3
224	6	New	3
224	7	Haven	5
224	8	Eagles	6
224	9	and	3
224	10	Bronx	5
224	11	Tigers	6
224	12	of	2
224	13	the	3
224	14	Canadian-American	17
224	15	Hockey	6
224	16	League.	7
225	1	Besides	7
225	2	his	3
225	3	film	4
225	4	roles,	6
225	5	he	2
225	6	appeared	8
225	7	on	2
225	8	the	3
225	9	television	10
225	10	screen	6
225	11	often	5
225	12	later	5
225	13	is	2
225	14	his	3
225	15	career.	7
226	1	For	3
226	2	his	3
226	3	contribution	12
226	4	to	2
226	5	the	3
226	6	television	10
226	7	industry,	9
226	8	J.	2
226	9	Carrol	6
226	10	Naish	5
226	11	has	3
226	12	a	1
226	13	star	4
226	14	on	2
226	15	the	3
226	16	Hollywood	9
226	17	Walk	4
226	18	of	2
226	19	Fame	4
226	20	at	2
226	21	6145	4
226	22	Hollywood	9
226	23	Blvd.	5
227	1	While	5
227	2	Franklin	8
227	3	was	3
227	4	finding	7
227	5	himself	7
227	6	in	2
227	7	London,	7
227	8	Deborah	7
227	9	married	7
227	10	a	1
227	11	man	3
227	12	named	5
227	13	John	4
227	14	Rodgers.	8
228	1	This	4
228	2	proved	6
228	3	to	2
228	4	be	2
228	5	an	2
228	6	regrettable	11
228	7	decision.	9
229	1	With	4
229	2	Rodgers'	8
229	3	fate	4
229	4	unknown,	8
229	5	and	3
229	6	bigamy	6
229	7	an	2
229	8	offense	7
229	9	punishable	10
229	10	by	2
229	11	public	6
229	12	whipping	8
229	13	and	3
229	14	imprisonment,	13
229	15	Deborah	7
229	16	was	3
229	17	not	3
229	18	free	4
229	19	to	2
229	20	remarry.	8
230	1	When	4
230	2	he	2
230	3	first	5
230	4	arrived	7
230	5	he	2
230	6	worked	6
230	7	in	2
230	8	several	7
230	9	printer	7
230	10	shops	5
230	11	around	6
230	12	town.	5
231	1	However,	8
231	2	he	2
231	3	was	3
231	4	not	3
231	5	satisfied	9
231	6	by	2
231	7	the	3
231	8	immediate	9
231	9	prospects.	10
232	1	His	3
232	2	wife	4
232	3	is	2
232	4	Barbara	7
232	5	Bush.	5
233	1	Two	3
233	2	weeks	5
233	3	later	5
233	4	she	3
233	5	married	7
233	6	Michael	7
233	7	Jackson	7
233	8	on	2
233	9	May	3
233	10	18,	3
233	11	1994.	5
234	1	She	3
234	2	was	3
234	3	First	5
234	4	Lady	4
234	5	of	2
234	6	the	3
234	7	United	6
234	8	States	6
234	9	from	4
234	10	1993	4
234	11	to	2
234	12	2001,	5
234	13	as	2
234	14	the	3
234	15	wife	4
234	16	of	2
234	17	President	9
234	18	Bill	4
234	19	Clinton.	8
235	1	Following	9
235	2	this	4
235	3	he	2
235	4	returned	8
235	5	to	2
235	6	Philadelphia	12
235	7	in	2
235	8	1726	4
235	9	with	4
235	10	the	3
235	11	help	4
235	12	of	2
235	13	a	1
235	14	merchant	8
235	15	named	5
235	16	Thomas	6
235	17	Denham,	7
235	18	who	3
235	19	gave	4
235	20	Franklin	8
235	21	a	1
235	22	position	8
235	23	as	2
235	24	clerk,	6
235	25	shopkeeper	10
235	26	and	3
235	27	bookkeeper	10
235	28	in	2
235	29	Denham's	8
235	30	merchant	8
235	31	business.	9
236	1	The	3
236	2	cgs	3
236	3	unit	4
236	4	of	2
236	5	electric	8
236	6	charge	6
236	7	has	3
236	8	been	4
236	9	named	5
236	10	after	5
236	11	him:	4
236	12	one	3
236	13	franklin	8
236	14	(Fr)	4
236	15	is	2
236	16	equal	5
236	17	to	2
236	18	one	3
236	19	statcoulomb.	12
237	1	His	3
237	2	mother,	7
237	3	Abiah	5
237	4	Folger,	7
237	5	was	3
237	6	born	4
237	7	in	2
237	8	Nantucket,	10
237	9	Massachusetts	13
237	10	on	2
237	11	August	6
237	12	15,	3
237	13	1667,	5
237	14	to	2
237	15	Peter	5
237	16	Folger,	7
237	17	a	1
237	18	miller	6
237	19	and	3
237	20	schoolteacher,	14
237	21	and	3
237	22	his	3
237	23	wife	4
237	24	Mary	4
237	25	Morrill	7
237	26	a	1
237	27	former	6
237	28	indentured	10
237	29	servant.	8
238	1	Sometime	8
238	2	during	6
238	3	the	3
238	4	second	6
238	5	half	4
238	6	of	2
238	7	1683,	5
238	8	the	3
238	9	Franklins	9
238	10	left	4
238	11	England	7
238	12	for	3
238	13	Boston,	7
238	14	Massachusetts;	14
238	15	and	3
238	16	while	5
238	17	in	2
238	18	Boston,	7
238	19	they	4
238	20	had	3
238	21	several	7
238	22	more	4
238	23	children,	9
238	24	including:	10
238	25	Josiah	6
238	26	Jr.	3
238	27	(August	7
238	28	23,	3
238	29	1685),	6
238	30	Ann	3
238	31	(January	8
238	32	5,	2
238	33	1687),	6
238	34	Joseph	6
238	35	(February	9
238	36	5,	2
238	37	1688),	6
238	38	and	3
238	39	Joseph	6
238	40	(June	5
238	41	30,	3
238	42	1689)	5
238	43	(the	4
238	44	first	5
238	45	Joseph	6
238	46	having	6
238	47	died	4
238	48	soon	4
238	49	after	5
238	50	birth).	7
239	1	While	5
